Date,Location,Operator,Flight #,Route,Type,Registration,cn/In,Aboard,Fatalities,Ground
11/23/2001,"Palade, Estonia",ELK Aviation Co. (leased from Eminex),,Tallinn - Kardla,Antonov AN-28,ES-NOV,1AJ003-03,17,2,0
11/24/2001,"Birchwil, Switzerland",Crossair,3597,Berlin - Zurich,BAE Avro RJ100,HB-IXM,E-3291,33,24,0
11/27/2001,"Port Harcourt, Nigeria",MK Airlines,,Luxembourg - Port Harcourt,Boeing 747-246F,9G-MKI,22063/432,13,1,0
11/28/2001,"San Jerónimo de Moravia , Costa Rica",SANSA,1624,San Jose - Quepos,Cessna 208B Grand Caravan,HP-1405APP,208B0788,8,3,0
12/1/2001,"Near Novaya Inya , Russia","Military - Russian, cargo",-,Moscow - Bratsk - Anadyr,Ilyushin IL- 76TD,RA-76839,1023411375,18,18,0
12/1/2001,"Bessemer, Alabama",Air Carriers,,Little Rock - Bessemer,Cessna 208B Grand Caravan,N499BA,208B-0689,2,2,0
12/10/2001,"Sierra Blanca, Texas",Air Cargo Express,36,Harlingen - El Paso,Learjet 24D,N997TD,24-247,2,2,0
12/14/2001,"Geti, DemocratiRepubliCongo",Eagle Air,,Bunia - Beni,Let 410A,5X-CNF,730208,6,6,0
12/16/2001,"Near Medellin, Colombia",Heliandes,,Medellin - Quibdo,Let 410UVP-E,HK-4175X,861618,16,16,0
12/20/2001,"Zurich, Switzerland",Eagle Air,,N/A,Cessna 560 Citation V,HB-VLV,560-0077,2,2,0
12/26/2001,"Bremerhaven, Germany",BAL Bremerhaven Airline,,Bremerhaven - Wangerooge,Britten Norman BN-2B Trislander,D-IAAI,2167,9,8,0
1/1/2002,"Hollywood, Florida",Air Taxi - Air Taxi Inc.,-,N/A,Piper PA-31-250,N3525Y,31-7952127,5,5,0
1/4/2002,"Birmingham, England",Agco Corp,,"Birmingham, England - Bangor, MA",Canadair CL-604,N90AG,5414,5,5,0
1/9/2002,"Shamsi AFB, Pakistan",Military - U.S. Air Force,,Jacobabad - Shamsi,Lockheed Hercules KC-130R,160021,4702,7,7,0
1/14/2002,"Bilbao, Spain",Ibertrans Aérea,1278,Madrid - Bilbao,Embraer EMB-120 Brasilia,EC-GTJ,120-024,3,3,0
1/15/2002,"Chilpancingo, Mexico",Procuraduría General de la República,,Mexico City - Chilpancingo,de Havilland DHC-6 Twin Otter 300,XC-FIT,752,17,5,0
1/16/2002,"Near Solo, Indonesia",Garuda Indonesia Airlines,421,Ampenan - Yogyakarta - Jakarta,Boeing B-737-3Q8,PK-GWA,24403/1706,62,1,0
1/17/2002,"Near La Bonita, Ecuador",Petroproducción,,Quito - Lago Agrio,Fairchild FH-227E,HC-AYM,511,26,26,0
1/19/2002,"Near Milford Sound, New Zealand",Air Fiordland,-,Te Anau  - Milford Sound,Cessna 207 Skywagon,ZK-SEV,20700204,6,6,0
1/27/2002,"Near Luena, Angola",Military - Angolan  Air Force,-,N/A,Antonov AN-12,T-304,A12244,40,5,0
1/28/2002,"Near Ipiales, Colombia",TAME,120,Quito -  Tulcán - Cali,Boeing B-727-134,HC-BLF,19692/498,92,92,0
2/2/2002,"Ellsworth AFB, South Dakota",Military - U.S. Air Force,,Training,Learjet C-21A,84-0097,35-543,2,2,0
2/12/2002,"Near Khorramabed, Iran",Iran Air Tours,956,Tehran - Khorramabed,Tupolev TU-154,EP-MBS,91A-871,117,117,0
2/15/2002,"Monrovia, Liberia",Tiramavia,,N/A,Antonov 12BP,ER-ADL,4342610,10,1,0
2/21/2002,"Lakhta, Russia",Military - Russian Navy,-,Sanofov - Lakhta,Antonov AN-26,07RED,ZR726001,20,17,0
2/22/2002,"Off Dumaguete, Philippines",Military - U.S. Army,-,Basilan - Mactan Island,MH-47 Chinook helicopter,92-0471,M-3719,10,10,0
3/9/2002,"Monte Rotondo, Italy",Svedijos Prekés,2801,"Budapest, Hungary - Tunis, Tunisia",Antonov 2TP,LY-AVD,1G137-53,3,3,0
3/14/2002,"Near Placetas, Cuba",Charter - Aerotaxi,,Cienfuegos -- Cayo Coco,Antonov AN-2,CU-T1020,N/A,17,17,0
3/15/2002,"Alma, Wisconsin",Priorty Air Charter,,Minneapolis - Detroit,Cessna 208B Caravan I Super Cargomaster,N228PA,208B-0049,1,1,0
3/17/2002,"Off Djibouti, Republiof Djibouti",Djibouti Airlines,,"Mogadishu, Somalia - Djibouti",Let 410UVP-E,J2-KBC,912537,4,4,0
4/1/2002,"Near Cairns, QLD, Australia",Air Taxi,,Cairns - Hicks Island,Shrike Commander 500S,VH-UJB,3152,4,4,0
4/12/2002,"Palma de Mallorca, Spain",Tadair,306,Madrid - Palma de Mallorca,Swearingen SA.227AC Metro III,EC-GKR,AC-620,2,2,0
4/15/2002,"Busan, South Korea",Air China,129,Beijing - Busan,Boeing B-767-200ER,B-2552,23308/127,166,128,0
4/18/2002,"Near Sweers Island, QLD, Australia",Air taxi,,Mornington Island - Normanton,Cessna U206A,VH-XGR,U2060610,6,6,0
4/19/2002,"Popayán, Colombia",SELVA Colombia,,Medellín - Popayán,Antonov AN-32A,HK-4171X,2508,8,3,0
4/24/2002,"Near Olancho, Honduras",Private,-,N/A,Cessna 206G,N7344N,T20603622,6,6,0
4/28/2002,"Near Abakan, Russia",Private,,N/A,Mi-8 helicopter,,N/A,20,8,0
5/4/2002,"Kano, Nigeria",EAS Airlines (Executive Airline Services),4226,Abuja - Jos - Kano - Lagos,BAC One-Eleven 525FT,5N-ESF,266,77,74,75
5/7/2002,"Near Tunis, Tunisia",EgyptAir,843,Cairo - Tunis,Boeing B-737-566,SU-GBI,25307/2135,62,14,0
5/7/2002,"Off Dalian, China",China Northern Airlines,6136,Beijing - Dalian,McDonnell Douglas MD-82,B-2138,49522/17023,112,112,0
5/21/2002,"Near Calabar, Nigeria",Sky Executive Air Services,,Port Harcourt - Calabar,LET 410UVP,9Q-CEX,851402,5,5,0
5/25/2002,"Off Penghu Island, Taiwan",China Airlines (Taiwan),611,Taipei - Hong Kong,Boeing B-747-209B,B-18255,21843/386,225,225,0
5/25/2002,"Near Nabire, Indonesia",Trigana Air Service,,Nabire - Enaotali,de Havilland Canada DHC-6 Twin Otter 300,PK-YPZ,458,6,6,0
6/1/2002,"George, South Africa",Airquarius Aviation - Charter,,Bloemfontein - George,Hawker Siddeley HS-748-372,ZS-OJU,1782,3,3,0
6/2/2002,"Near Ndalatando, Angola",Military - Angolan Armed Forces,,Luanda - demobilization camp,Mi-17,,N/A,25,20,0
6/4/2002,"Oiapoque, Amapa, Brazil",Marco Zero Air Taxi,,N/A,Embraer 721C Sertanejo,PT-EPH,N/A,5,5,0
6/11/2002,"Winnipeg, Manitoba",Keystone Air Services Ltd. - Air Taxi,,Winnipeg Manitoba,PA- 31-350 Chieftain,C-GPOW,31-7305093,8,1,0
6/12/2002,"Near Gardez, Afghanistan",Military - U.S. Air Force,,N/A,Lockheed MC-130H Hercules,84-0475,5041,10,3,0
7/1/2002,"Uberlingen, Germany",Bashkirian Airlines / DHL Worldwide Express,2927 / 611,Moscow-Munich-Barcelona / Bahrain/Brussels,Tupolev TU-154M / Boeing B-757-23APF,RA85816/A9C-DHL,1006 / 24635/258,71,71,0
7/4/2002,"San Dimas, California",Private,-,N/A,Cessna 310,N8145M,310I0145,2,2,2
7/4/2002,"Bangui, Central African Republic",Prestige Airlines (Cargo) Charter,,"N'Djamena, Chad - Brazzaville, Congo",Boeing B-707-123B,9XR-IS,19335,27,25,0
7/12/2002,"Port Alsworth, Alaska","Air Taxi - Bigfoot Air of Alaska, LLC",,"Lake Hood, AK - Iliamna, AK",de Havilland DHC-2,N3129F,903,4,4,0
7/16/2002,"Near Long Barai, Indonesia",Sabang Merauke Raya Air Charter,,Tarakan - Krayan,Britten-Norman BN-2A Islander,PK-TAR,860,10,10,0
7/16/2002,"Off Cromer, Norfork, England",Bristow Helicopters,-,Gas platform Clipper - drilling rig Golbal Sante Fe Monach,Sikorsky S-76A,G-BJVX,760100,11,11,0
7/17/2002,"Surkhet, Nepal",Skyline Airways,,Jumla - Surkhet,de Havilland Canada DHC-6 Twin Otter 300,9N-AGF,828,4,4,0
7/27/2002,"Lviv, Ukraine",Military - Ukraine Air Force,,N/A,Sukhoi Su-27,42,N/A,2,0,85
7/28/2002,"Moscow, Russia",Pulkovo Aviation Enterprise,,Moscow - St. Petersburgh,Iluyshin Il-86,RA-86060,51483203027,16,14,0
8/7/2002,"Caguas, Puerto Rico",Military - U.S. Air Force,-,Roosevelt Roads NS - Borinquen NGB,Lockheed MC-130H Hercules,90-0161,5265,10,10,0
8/15/2002,"Kadjuduwa Watta, Sri Lanka",Military - Sri Lanka Air Force,,N/A,Yunshuji Y-8D,CR-873,70802,5,5,0
8/19/2002,"Khankala, Chechnya",Military - Russian Air Force,,N/A,Mil Mi-26,89RED,N/A,147,121,0
8/22/2002,"Pokhara, Nepal",Shangri La Air,,Jomsom - Pokhara,de Havilland Canada DHC-6-300 Twin Otter,9N-AFR,726,18,18,0
8/29/2002,"Near Ayan, Russia",Vostok Aviakompania,,Khabarovsk - Ayan,Antonov AN-28,RA-28932,1A-J008-19,16,16,0
8/30/2002,"Lexington, Kentucky",Care Flight International,,"Marco, Fl - Lexington, KY",Learjet 25C,N45CP,25-073,5,1,0
8/30/2002,"Rio Branco, Brazil",Rico Taxi Aéreo,,Cruzeiro do Sul - Tarauaca - Rio Branco,Embraer 120ER Brasilia,PT-WRQ,120043,31,23,0
9/2/2002,"Near Xichang, China",CAAC Air TraffiManagement Bureau,,Survey,Cessna 650 Citation VI,B-7023,650-0221,3,3,0
9/4/2002,"High Prarie, Alberta, Canada",Airco Charters - Air Taxi,,"Edmond, Alberta - High Prarie, Alberta",PA-34-220T Seneca III,C-FRKZ,34-8233048,2,2,0
9/13/2002,"Pucallpa, Peru",Aero Pantanal - Air Taxi,,N/A,Cessna U206G,OB-1226,CU20606136,6,6,0
9/14/2002,"Paranapanema, Sao Paulo, Brazil",Total  Air Lines,,Guarulhos - Londrina,ATR 42-300,PT-MTS,26,2,2,0
9/28/2002,"Near Natashquan, Quebec, Canada",Deraps Aviation,,Lake de l'Avion - Agunish River,de Havilland Canada DHC-3 Otter,C-FLGA,279,4,3,0
10/1/2002,"Vasco, India",Military - Indian Navy,,Military exercises,Ilyushin IL-38 / Ilyushin IL-38,IN302 / IN304,IL38002/IL38004,12,12,5
10/7/2002,"Santa Cruz do Sul, Brazil",American Virginia,,N/A,Learjet 60,N5027Q,60-242,5,1,0
10/23/2002,"Spanish Fort, Alabama",Mid-AtlantiFreight,282,Mobile - Mongomery,Cessna 208B Cargomaster I,N76U,208B-0775,1,1,0
10/25/2002,"Eveleth, Minnesota",Aviation Charter - Air Taxi,-,St. Paul - Eveleth,Beechcraft King Air A100,N41BE,B-245,8,8,0
11/6/2002,"Near Niederanven, Luxembourg",Luxair,9642/2420,"Berlin, Germany - Luxembourg",Fokker 50,LX-LGB,20221,22,20,0
11/7/2002,"Tarakan, Indonesia",Dirgantara Air Services,,Tarakan - Long Bawan,Britten-Norman BN-2A-21,PK-VIZ,697,10,7,0
11/8/2002,"Taos, New Mexico",Richmor Aviation,,"Las Vegas, NV - Taos, NM",IAI 1124A Westwind,N61RS,384,2,2,0
11/11/2002,"Manila, Philippines",Laoag International Airlines,585,Manila - Laoag,Fokker F27 Friendship 100,RP-C6888,10571,34,19,0
11/28/2002,"Masai Mara Game Reserve, Kenya",Eagle Aviation,-,Ol Kiombo - Mombasa,Let 410UVP-E20,5Y-ONT,871812,20,1,0
12/9/2002,"Mena, Arkansas",Raytheon Aircraft,,"Wichita, KS - Mena, AR",Beechcraft 1900C,N127YV,1990,3,3,0
12/13/2002,"Gohu Airstrip, Papua New Guinea",Island Airways Ltd.,,Gohu - Madang,Britten-Norman BN-2A-26 Islander,P2-CBB,140,8,8,0
11/15/2003,"Mosul, Iraq",Military - U.S. Army,,N/A,UH-60 Black Hawk / UH-60 Black Hawk, / ,N/A,22,17,0
12/17/2002,"Rockford, Illinois",Planemasters,1627,Decatur - Rockford,Cessna 208B Caravan I Super Cargomaster,N277PM,208B-0143,1,1,0
12/21/2002,"Off Pachao Tao, Taiwan",Transasia Airways,,Taipei - Macau,Aérospatiale/Aeritalia ATR-72-202,B-22708,322,2,2,0
12/23/2002,"Near Isfanan, Iran",Aeromist-Kharkiv,2137,"Kharkiv, Ukraine - Trabzon, Turkey - Isfanan, Iran",Antonov AN-140,UR-14003,204,44,44,0
12/25/2002,"Off Manteo, North Carolina",Telford Aviation,,Elizabeth City - Manteo,Cessna 208B Caravan I,N1122Y,208B-0392,1,1,0
12/26/2002,"Curitiba, Brazil",Military - Brazilian Air Force,,Sao Paulo - Porto Alegre,Embraer-110 C-95B Bandeirante,FAB-2292,174,16,3,0
12/27/2002,"Anjouan, Comoros Islands",Ocean Airlines,,Moroni Hahaya - Anjouan,Let 410UVP,9XR-RB,810636,16,1,0
1/8/2003,"Diyarbakir, Turkey",Turkish Airlines (THY),634,Istanbul - Ankara - Diyarbakir,BAe Avro RJ-100,TC-THG,E-3241,80,75,0
1/8/2003,"Charlotte, North Carolina",US Air Express/Air Midwest,5481,"Charlotte, NC - Greer, SC",Beech BE-1900D,N233YV,UE-233,21,21,0
1/9/2003,"Near Chachapoyas, Peru",TANS Airlines,222,Chiclayo - Chachapoyas,Fokker 28 Fellowship 1000,OB-1396,11100,46,46,0
1/17/2003,"Near Ndjolé, Gabon",Aerocom,,Brazzaville - Douala,Antonov 24B,ER-AFT,89901508,7,7,0
1/24/2003,"Busia, Kenya",African Commuter Services,,Busia - Nairobi,Grumman G-159 Gulfstream I,5Y-EMJ,158,13,3,0
1/31/2003,"Baucau, East Timor",Euro Asia Aviation,,Macau - Baucau,Ilyushin II-76TD,RDPL-34141,53465941,6,6,0
2/7/2003,"Near Agadir, Morocco",Volare Aviation Enterprise,,Agadir - Algiers,Antonov 12BP,UR-LIP,9346405,8,8,0
2/10/2003,"Tallinn, Estonia",Enimex,827,Tallinn - Helsinki,Antonov AN-28,ES-NOY,1AJ006-04,3,2,0
2/16/2003,"Ferguson, Kentucky",Air Taxi - Great Northern Aircraft Co.,,"Griffith-Merrill, IN - Somerset, KY",Cessna 421,N421TJ,421-0051,7,3,0
2/19/2003,"Near Shahdad, Iran",Military - IslamiRevolution's Guards Corps,,Zahedan - Kerman,Ilyushin Il-76MD,15-22,63471155,275,275,0
2/20/2003,"Near Kohat, Pakistan",Military - Pakistan Air Force,-,Islamabad - Kohat,Fokker F-27 Friendship 200,10254,10254,17,17,0
3/1/2003,"Near Barki, Russia",Private - Kabanov - skydiving,-,Skydiving,Let L-410UVP,FLARF-01032,831109,25,11,0
3/6/2003,"Tamanrasset, Algeria",Air Algerie,6289,Tamanrasset - Algiers,Boeing B-737-2T4,7T-VEZ,22700/885,103,102,0
3/27/2003,"Mulia, Indonesia",PT Air Regional,,Mulia - Wamena,de Havilland Canada DHC-6 Twin Otter,PK-WAY,261,16,4,0
3/28/2003,"New Vienna, Iowa",Morris Hancock Flying Club - Charter,-,"Aurora, IL - Morris, MN",Beech A36,N1636W,E-348,3,3,0
5/8/2003,"Near Kinshasa, Congo",Ukrainian Cargo Airlines -  Congolese Army Charter,,Kinshasa - Lubumbashi,Illyushin 76,UR-UCB,63467003,200,129,0
5/26/2003,"Near Macka, Turkey",Ukranian-Mediterranean Airlines,4230,"Kabul, Afghanistan - Trabzon, Turkey - Zaragoza, Spain",Yakovlev 42D,UR-42352,2042181195,75,75,0
5/28/2003,"Talkeetna, Alaska",McKinley Air Service - Air Taxi,,N/A,Cessna 185,N70176,18502037,4,4,0
6/1/2003,"Milan, Italy",Eurojet Italila,,Milan - Genoa - Farnborough,Gates Learjet 45,I-ERJC,45-093,2,2,0
6/4/2003,"Near Oiapoque,  Brazil",Air Taxi - Marco Zero Air Taxi,,Oiapoque - Macapa,EMB 721C Sertanejo,PT-EPH,N/A,5,5,0
6/6/2003,"Christchurch, New Zealand",Charter - Air Adventures New Zealand Ltd,-,Palmerston North - Christchurch,Piper PA-31-350 Navajo Chieftain,ZK-NCA,31-7405203,10,8,0
6/11/2003,"Belo Horizonte, Brazil",Astro Air Taxi,,N/A,Embraer 820C Navajo,PT-EHH,N/A,4,4,0
6/15/2003,"Volcano, Hawaii",Paradise Tour Helicopters,,Sightseeing,McDonnell Douglas 369D,N4493M,570137D,4,4,0
6/22/2003,"Near Brest, France",Brit Air,5672,Nantes - Brest,Canadair CRJ-100ER,F-GRJS,7377,24,1,0
6/25/2003,"Near Rudshour, Iran",Military - IslamiRepubliof Iran Air Force,,N/A,Lockheed C-130 Hercules,,N/A,7,7,0
6/25/2003,"Anchor Point, Alaska",Hallo Bay Air - Air Taxi,,"Hallo Bay, AK - Homer, AK",Cessna 180H,N91303,18052039,3,3,0
6/26/2003,"Near Rooisand Desert Ranch, Namibia",ComvaAviation,,N/A,Cessna 208B Grand Caravan,V5-CAS,208B-0549,4,4,0
6/30/2003,"Blida, Algeria",Military - Algerian Air Force,,Training,Lockheed C-130H Hercules,7T-WHQ,4926,4,4,11
7/1/2003,"Belem, Para, Brazil",Heringer Air Taxi,,N/A,Mitsubishi MU 2B 35,PT-LFX,N/A,4,4,0
7/5/2003,"Macaé, Rio de Janeiro, Brazil",BHS - Brazilian Helicopter Services,,N/A,Sikorsky  S 76 A,PT-YVM,N/A,5,5,0
7/8/2003,"Port Sudan, Sudan",Sudan Airways,139,Port Sudan - Khartoum,Boeing 737-2J8C,ST-AFK,21169/429,117,116,0
7/13/2003,"Off Treasure Cay, Bahamas",Air Sunshine,,"Ft. Lauderdale, FL - Treasure Cay",Cessna 402C,N314AB,402C0413,10,2,0
7/13/2003,"Near San Cristobal, Venezuela",Ruiban & Duran Compania Aérea,,La Carlota - San Cristobal,Let 410UVP-E,YV-1060CP,902505,10,4,0
7/19/2003,"Mount Kenya, Kenya",Ryan Blake Air Charter,-,Nairobi - Samburu National Park,Swearingen SA-226T Metro II,ZS-OYI,TC-349,14,14,0
7/23/2003,"Waialeale,Kauai, Hawaii",Jack Harter Helicopters,,Sightseeing,Bell 206B,N37741,1695,5,5,0
8/4/2003,"Groton, Connecticut",Jet Pro,,Farmingdale - Groton,Gates Learjet 35A,N135PT,35A-509,2,2,0
8/8/2003,"Tocomita, Venezuela",Servicios Aeronauticos Sucre (SASCA),,Porlamar - Canaima,Cessna 208B Grand Caravan,YV-1069C,208B-0713,16,1,0
8/20/2003,"Kamchatka Peninsula, Russia",Khalatyrka,,Kamchatka - Kuril Islands,Mi-8 helicopter,,N/A,20,20,0
8/24/2003,"Cap Haitien, Haiti",Tropical Airways,1301,Cap Haitien - Port au Paix,Let 420UVP-E,HH-TAD,861702,21,21,0
8/26/2003,"Off Hyannis, Massachusetts",US Airways Express,9446,N/A,Beechcraft 1900D,N240CJ,24637,2,2,0
9/11/2003,"Near Summer Beaver, Canada",Wasaya Airways,125,Pickle Lake - Summer Beaver,Cessna 208B Grand Caravan,C-FKAB,208B-0305,8,8,0
9/19/2003,"Del Rio, Texas",Ameristar Jet Charter,982,El Paso - Del Rio,Learjet 25B,N666TW,25-116,2,1,0
9/19/2003,"Near La Quemada, Mexico",Military - Mexican Air Force,,Mexicali - Santa Lucia,Lockheed C-130A Hercules,3603,3025,6,6,0
9/20/2003,"Near Meadview, Arizona",Sundance Helicopters,,Sightseeing,Aerospatiale AS350BA,N270SH,1864,7,7,0
9/27/2003,"Gaspé, Quebec, Canada",Les Ailes de Gaspé Inc.,,Gaspé - Îles-de-la-Madeleine,Piper PA31-310,C-FARL,31306,3,3,0
10/3/2003,Sao Gabriel de Cachoeria,Air taxi - Rumo Notre Air Taxi,,Sao Gabriel de Cachoeria - Yauarete,EMB 721C Sertanejo,PT-EBK,N/A,4,4,0
10/3/2003,"Off Waikanae, New Zealand",Air Freight New Zealand,642,Christchurch - Palmerston North,Convair CV-580F,ZK-KFU,17,2,2,0
10/11/2003,"Uriman, Venezuela",Transmandu,,N/A,Antonov AN-2TP,YV-1128C,1G238-12,2,1,0
10/26/2003,"Buenos Aires, Argentina",CATA Linea Aerea,760,N/A,Fairchild Hiller FH-227B,LV-MGV,567,5,5,0
10/27/2003,"Tampico, Mexico",Aeroextra,,Tampico - Las Potrancas Ranch Airstrip,Hawker 800A,XA-ISH,258036,3,3,0
10/29/2003,"Cody, Wyoming",FedEx,8773,Casper - Cody,Cessna 208B Caravan I Super Cargomaster,N791FE,208-0289,1,1,0
11/2/2003,"Near Hasi, Iraq",Military - U.S. Army,-,Fallujah - Baghdad,CH-47 Chinook,,N/A,36,15,0
11/8/2003,"Near Ogle, Guyana",Trans Guyana Airways,,"Ogle, Guyana - Ekereku, Guyana",Shorts SC-7 Skyvan 3M Variant 100,8R-GMC,SH-1959,7,2,0
11/8/2003,"200 miles NE of Derby, Australia",Heliwork WA Pty Ltd. - Air Taxi,,N/A,Robertson R44 helicopter,VH-YKL,170,4,4,0
11/29/2003,"Spokane, Washington",Ameriflight,1996,Seattle - Spokane,Swearingen SA227AT Merlin IVC,N439AF,AT-439B,1,1,0
11/29/2003,"Boende, Congo",Military - Congolese Air Force,,"Boende, Congo - Kinshasa, Congo",Antonov AN-26,9T-TAD,N/A,24,20,13
12/16/2003,"Jellicoe, Ontario, Canada",Huron Air,,N/A,de Havilland DHC-3 Otter,C-GOFF,65,3,2,0
12/18/2003,"Mitu, Colombia",Líneas Aéreas Suramericanas,,El Yopal - Mitu,Douglas DC-9-15F,HK-4246X,47062,3,3,0
12/23/2003,"Helendale, California",Pavair,,"Chino,CA - Sun Valley, ID",Gates Learjet 24B,N600XJ,24B-190,2,2,0
12/25/2003,"Cotonou, Benin",Union des Transports Aeriens de Guinee,141,"Conakry, Guinea - Cotonou, Benin - Beirut, Lebanon",Boeing B-727-223,3X-GDO,21090,161,140,0
1/3/2004,"Off Sharm el Sheikh, Egypt",Flash Air,604,"Sharm el Sheikh, Egypt - Cairo, Egypt",Boeing B-737-3Q8,SU-ZCF,26283,148,148,0
1/13/2004,"Tashkent, Uzbekistan",Uzbekistan Airways,1154,Termez - Tashkent,Yakovlev YAK-40,UK-87985,9540844,37,37,0
1/17/2004,"Lake Erie, off Pelee Island, Ontario, Canada",Georgia Express,126,"Pelee Island, Ontario - Windsor, Ontario",Cessna 208B Grand Caravan,C-FAGA,208B-0658,10,10,0
1/28/2004,"Ghardaïa, Algeria",Tassili Airlines,,Hassi R'Mel - Ghardaïa,Beechcraft 1900D,7T-VIN,UE-365,5,1,0
2/6/2004,"Bitonja, Bosnia-Herzegovina",Military - Government of Macedonia,,Skopje - Mostar,Beechcraft Super King Air 200,Z3-BAB,BB-652,9,9,0
2/10/2004,"Sharjah, United Arab Emirates",Kish Airlines,1770,Kish Island - Sharjah,Fokker F-50,EP-LCA,20273,46,43,0
2/24/2004,"Cagliari, Italy",City-Jet,,Rome - Cagliari,Cessna Citation 500,OE-FAN,500-0289,6,6,0
3/1/2004,"Trefoil Island, TAS, Australia",Air taxi,,Trefoil Island - Smithton,Cessna 172G,VH-RPI,1725351,4,4,0
3/4/2004,N/A,Azov Avia Airlines,,Ankara - Baku - Kabul,Ilyushin II-76,UR-ZVA,63468036,7,3,0
3/10/2004,"San Diego-Miramar NAS, California",Military - United States Marine Corps,,Training,Cessna UC-35D Citation Encore,165938,560-0567,4,4,0
7/12/2004,"Off Beef Island, British Virgin Islands",Dodita Air Cargo,,San Juan - Saint Martten,Convair CV-440,N4826C,391,2,1,0
3/16/2004,"Tonopah, Nevada",Military - United States Air Force,,N/A,Beechcraft 1900C,N27RA,UB-37,5,5,0
3/18/2004,"Hamilton Island, QLD, Australia",Air Taxi,,Hamilton Island - Lindeman Island,Piper PA-32-300,VH-MAR,32-40920,6,6,0
3/21/2004,"Pyote, Texas",Air Ambulance - Med-Trans Corp.,,"Odessa, TX - Lubbock, TX",Bell 407,N502MT,53549,5,4,0
5/2/2004,"Near Milpillas, Mexico",Procuradoria General de la Republica,,Ciudad Juarez - Mexico City,Rockwell Gulfstream Jetprop 840,XC-JEH,11678,7,7,0
5/4/2004,"Chimanta mountains, Venezuela",Venezuelian Government,,Ciudad Bolívar - Uonquén,Cessna 208 Grand Caravan I,YV-O-CBL-7,208B-0926,7,7,0
5/5/2004,"Carepa, Colombia",Aerotransportes Petroleros,,Bogota - Carepa,Swearingen SA227AC Metro III,HK-4275,AC-676,7,3,0
5/6/2004,"Jiech, Sudan",Charter - Air Cush,,Jiech - Ayod,Let 410UVP,9XR-DC,N/A,10,6,0
5/11/2004,"Dalang, Sudan",El Magal Aviation,,Khartoum - Juba - El Obeid,Antonov AN-12,ST-SIG,1400101,7,7,0
5/14/2004,"Near Manaus, Brazil",Rico Linhas Aereas,4815,Sao Paulo - Tefe - Manaus,Embraer 120ER Brasilia,PT-WRO,120070,33,33,0
5/18/2004,"Bozoy, Kazakhstan",Aray-Avia,,Kyzyl-Orda - Bozoy - Vozrozhdenya Island,PZL-MieleAN-2R,UN-70276,1G139-35,12,1,0
5/18/2004,"Urumqi, China",AZAL Cargo Company,,Taiyuan - Urumqi - Baku,Ilyushin II-76TD,4K-AZ27,53460827,7,7,0
5/23/2004,"Mwingi, Kenya",Blue Bird Aviation,,Nairobi - Mogadiscio,Let 410UVP,5Y-VVD,872009,2,2,0
5/25/2004,"Near Lukla, Nepal",Yeti Airlines,117,Katmandou - Lukla,de Havilland DHC-6 Twin Otter 300,9N-AFD,651,3,3,0
6/8/2004,"Off Libreville, Gabon",Gabon Express,221,Libreville - Franceville,BAe HS-748-232 Srs 2A,TR-LFW,1611/82,30,19,0
6/11/2004,"Belo Horizonte, Brazil",Air taxi - Aero Air Taxi,,Belo Horizxonte - Juiz de For a,EMB 820C Navajo,PT-EHH,N/A,4,4,0
6/28/2004,"Near Yengema, Sierra Leone",United Nations -  UTair Charter,,Freetown - Kailahun,Mi-8MTV-1,RA-27113,N/A,24,24,0
7/2/2004,"Panama City, Panama",Air Trek,,"Panama City, Panama  - Washington DC",IAI 1124 Westwind,N280AT,247,6,6,1
7/10/2004,"Ticonderoga, New York",Capital Airlines Inc.,,"Waterbury,CN  - Oxford, CN",Piper PA-31-350 Navajo Chieftain,N45032,31-8052199,2,2,0
7/22/2004,"Off  Macaé , Rio de Janeiro , Brazil",BHS - Brazilian Helicopter Service  Air Taxi,,"Campos, Brazil  -  Off-shore oil rig",Sikorsky S 76,PP-MYM,N/A,11,6,0
7/29/2004,"Ononge, Papua New Guinea",Airlines of PNG,,Port Moresby - Ononge,de Havilland DHC-6 Twin Otter 300,P2-MBA,353,3,2,0
8/13/2004,"Cincinnati, Ohio",Air Taroma,185,Memphis - Cincinnati,Convair CV-580,N586P,68,2,1,0
8/17/2004,"Great Falls, Montana",Alpine Air Express,5071,Billings - Kalispell,Beechcraft 99,N199GL,U-15,2,2,0
8/18/2004,"Near Goma, DemocratiRepubliCongo",Transworld Safaris,,Goma - Walikale,Cessna 208B Grand Caravan,5Y-TWH,208B-0784,3,3,0
8/21/2004,"Near Maracay, Venezuela",Military - Venezuelan Air Force,,La Orchila Air Base - Maracay,Shorts 360,FAV-1652,SH3123,25,25,0
8/24/2004,"Near Rostov-on-Don, Russia",Sibir Airlines,1047,Moscow - Sochi,Tupolev 154B-2,RA-85556,82A-556,46,46,0
8/24/2004,"Near Toula, Russia",Volga-Avia Express,1303,Moscow - Volograd,Tupolev 134A-3,RA-65080,60065,41,41,0
8/27/2004,"Near MGrath, Alaska",Mavrik Aire Transport,,Kenai - McGrath - Kotzebue,de Havilland DHC-3 Otter,N197TT,197,3,1,0
9/9/2004,"Villahermosa, Mexico",Jett Paqueteria SA,,Mexico City - Villahermosa,Rockwell CT-39A Sabreliner,XA-TFD,265-10,2,2,0
